;;;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
;;;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt
01.01.2022;05711;Bielefeld, kreisfreie Stadt;1298;6342;5489;32039;23389;24643;12109;3537;2584;111430;253;1531;3932;7952;15551;14209;7169;2841;513;53951;16;172;201;743;280;184;73;51;26;1746;-;-;-;-;-;-;-;-;3589;3589;-;-;-;62;284;548;1285;1905;1;4085;-;-;-;-;10;127;431;1535;-;2103;-;-;-;6;13;-;-;-;3;22;1567;8045;9622;40802;39527;39711;21067;9869;6716;176926
01.01.2022;05754;Gütersloh, Landkreis;1835;8586;7242;43921;31851;31186;14502;3663;3978;146764;252;2143;5660;10962;24000;20529;8361;2616;777;75300;11;205;245;1029;305;148;80;46;19;2088;-;-;-;-;-;-;-;-;3387;3387;-;-;-;52;184;477;1553;1998;3;4267;-;-;-;-;12;147;595;2108;-;2862;-;-;-;18;9;-;-;-;6;33;2098;10934;13147;55982;56361;52487;25091;10431;8170;234701
01.01.2022;05758;Herford, Landkreis;1303;6129;5567;31157;23039;24267;11903;3839;2170;109374;187;1345;3546;6834;14869;12901;5000;1487;440;46609;9;144;171;788;242;139;98;49;10;1650;-;-;-;-;-;-;-;-;2388;2388;-;1;1;37;189;395;950;1454;1;3028;-;-;-;-;6;106;392;1334;-;1838;-;1;-;7;16;-;-;-;3;27;1499;7620;9285;38823;38361;37808;18343;8163;5012;164914
01.01.2022;05762;Höxter, Landkreis;611;3044;2552;16222;12350;12464;6317;1522;1490;56572;109;855;2314;4542;10657;8691;2460;689;288;30605;8;89;106;478;148;87;33;13;13;975;1;-;-;-;-;-;-;-;1087;1088;-;-;-;18;84;162;419;686;-;1369;-;-;-;-;6;50;184;461;-;701;-;-;-;9;5;-;-;-;2;16;729;3988;4972;21269;23250;21454;9413;3371;2880;91326
01.01.2022;05766;Lippe, Landkreis;1716;8861;7301;40544;30167;30886;14642;3831;3478;141426;318;2513;5914;10432;21784;17934;6251;1491;735;67372;16;255;292;1214;369;199;137;68;23;2573;-;-;-;-;-;-;-;-;3005;3005;-;-;1;49;222;529;1046;1588;-;3435;-;-;-;-;7;154;439;1353;1;1954;-;-;-;15;27;1;-;-;3;46;2050;11629;13508;52254;52576;49703;22515;8331;7245;219811
01.01.2022;05770;Minden-Lübbecke, Landkreis;1727;8407;7211;40225;27638;27777;12990;3756;3703;133434;287;2009;5314;9891;19759;16313;6134;2049;664;62420;15;225;231;968;304;129;100;40;24;2036;-;-;-;-;-;-;-;-;2645;2645;-;-;-;56;246;623;1148;1793;-;3866;-;-;-;-;17;119;380;1300;-;1816;-;1;1;11;17;1;-;-;3;34;2029;10642;12757;51151;47981;44962;20752;8938;7039;206251
01.01.2022;05774;Paderborn, Landkreis;1054;5750;5292;33101;25003;25239;11956;3310;2732;113437;173;1540;4317;8879;20956;17699;6396;1766;468;62194;10;208;254;1065;344;229;108;46;30;2294;-;-;-;-;-;-;-;-;3318;3318;-;-;1;50;216;585;1012;1818;1;3683;-;-;-;-;12;150;497;1598;-;2257;-;-;-;7;9;-;-;-;2;18;1237;7498;9864;43102;46540;43902;19969;8538;6551;187201
01.01.2022;05911;Bochum, kreisfreie Stadt;1610;7329;7003;38255;28074;30760;16838;16853;2790;149512;89;995;3061;6108;12550;11774;6060;3949;459;45045;14;201;284;1092;442;288;117;73;23;2534;-;-;-;-;-;-;-;-;2871;2871;-;-;1;49;239;576;1400;6190;-;8455;-;-;-;-;11;155;543;2022;-;2731;-;-;-;7;12;1;-;-;5;25;1713;8525;10349;45511;41328;43554;24958;29087;6148;211173
01.01.2022;05913;Dortmund, kreisfreie Stadt;2506;10666;10768;57412;41199;44254;24428;7723;4666;203622;193;1432;5254;11292;22170;21359;10277;3184;779;75940;18;304;404;1478;533;302;219;112;32;3402;-;-;-;-;-;-;-;-;3684;3684;-;1;-;89;411;921;2192;3473;-;7087;-;-;-;-;20;180;869;3077;-;4146;-;-;-;7;21;2;-;-;8;38;2717;12403;16426;70278;64354;67018;37985;17569;9169;297919
01.01.2022;05914;Hagen, kreisfreie Stadt;924;3798;3656;20329;14054;15059;7731;2532;1571;69654;80;535;1923;4031;7712;6655;2871;930;249;24986;7;63;104;435;157;105;102;49;9;1031;-;-;-;-;-;-;-;-;900;900;-;-;-;35;125;310;633;1020;-;2123;-;-;-;-;3;60;186;934;-;1183;-;-;1;4;14;1;-;-;2;22;1011;4396;5684;24834;22065;22190;11523;5465;2731;99899
01.01.2022;05915;Hamm, kreisfreie Stadt;685;3813;3816;20372;13668;13753;6970;2238;1687;67002;68;656;2297;4467;8901;7623;2674;793;262;27741;4;78;144;532;156;66;38;21;7;1046;-;-;-;-;-;-;-;-;1160;1160;-;-;-;38;107;236;650;791;-;1822;-;-;-;-;2;58;172;687;-;919;-;-;-;2;9;-;-;-;1;12;757;4547;6257;25411;22843;21736;10504;4530;3117;99702
01.01.2022;05916;Herne, kreisfreie Stadt;800;3258;3299;17314;11670;11931;6303;1920;1618;58113;65;390;1370;2694;5023;4458;1857;544;216;16617;5;105;188;622;192;119;58;22;9;1320;-;-;-;-;-;-;-;-;556;556;-;-;-;21;80;251;505;672;1;1530;-;-;-;-;2;44;113;513;-;672;-;-;-;2;10;-;-;-;1;13;870;3753;4857;20653;16977;16803;8836;3671;2401;78821
01.01.2022;05954;Ennepe-Ruhr-Kreis;1613;7673;7055;38455;29541;32703;17353;4822;3306;142521;136;1237;3580;6334;15030;13317;5989;1605;486;47714;14;189;262;894;476;321;168;110;27;2461;-;-;-;-;-;-;-;-;2376;2376;-;-;-;42;242;633;1303;2074;-;4294;-;-;-;-;11;155;510;1693;-;2369;-;-;1;3;21;1;-;-;4;30;1763;9099;10898;45728;45321;47130;25323;10304;6199;201765
01.01.2022;05958;Hochsauerlandkreis;1044;4791;4380;26288;22557;26279;13675;3917;2248;105179;191;1266;3493;7101;18557;17401;6543;1991;402;56945;5;129;145;620;178;98;66;38;11;1290;-;-;-;-;-;-;-;-;2174;2174;-;-;-;24;153;345;1086;1757;-;3365;-;-;-;-;6;98;304;1342;-;1750;-;-;1;7;13;-;1;-;4;26;1240;6186;8019;34040;41464;44221;21675;9045;4839;170729
01.01.2022;05962;Märkischer Kreis;1827;8348;8368;46482;36358;40618;21014;6157;3835;173007;214;1538;5087;10123;22662;20107;7540;2287;648;70206;13;207;240;1061;423;237;151;100;21;2453;-;-;-;-;-;-;-;-;2407;2407;-;-;1;51;307;956;1674;2496;1;5486;-;-;-;-;18;158;526;2189;-;2891;-;-;-;6;35;1;1;-;1;44;2054;10093;13696;57723;59803;62077;30906;13229;6913;256494
01.01.2022;05966;Olpe, Landkreis;626;2243;2036;14798;13167;14463;7061;2032;1321;57747;72;541;1757;3804;9655;8594;3398;1079;211;29111;3;32;61;237;72;65;33;14;9;526;-;-;-;-;-;-;-;-;1021;1021;-;-;-;12;67;195;579;775;1;1629;-;-;-;-;11;58;173;824;-;1066;-;-;-;6;8;-;-;1;2;17;701;2816;3854;18857;22980;23375;11244;4725;2565;91117
01.01.2022;05970;Siegen-Wittgenstein, Landkreis;1208;4864;4476;28535;25303;29825;15473;5003;2841;117528;156;919;2967;6591;16639;14936;6498;2092;468;51266;6;76;94;460;160;115;108;44;14;1077;-;-;-;-;-;-;-;-;1991;1991;-;-;-;36;222;579;1100;2107;1;4045;-;-;-;-;13;138;388;1759;-;2298;-;-;-;3;9;-;-;-;16;28;1370;5859;7537;35625;42346;45593;23567;11005;5331;178233
01.01.2022;05974;Soest, Landkreis;1438;7102;6196;35203;26199;27090;13381;3858;2768;123235;195;1563;4471;8947;20332;16935;6048;1750;598;60839;19;215;243;951;323;170;118;64;16;2119;-;-;-;-;-;-;-;-;2883;2883;-;-;-;37;173;444;1000;1407;-;3061;-;-;-;-;18;157;500;1628;1;2304;-;-;1;5;14;-;-;-;-;20;1652;8880;10911;45143;47059;44796;21047;8707;6266;194461
01.01.2022;05978;Unna, Landkreis;1919;8431;8380;45823;34872;37457;20105;5855;3154;165996;218;1480;4547;8632;19735;17717;7785;2486;649;63249;17;212;263;1248;438;283;181;72;30;2744;-;-;-;-;-;-;-;-;2733;2733;-;-;-;73;312;721;1641;2552;2;5301;-;-;-;-;16;151;483;1826;1;2477;-;2;-;20;24;-;-;-;6;52;2154;10125;13190;55796;55397;56329;30195;12791;6575;242552
01.01.2022;06411;Darmstadt, kreisfreie Stadt;715;2816;2654;12787;9389;10077;5054;1882;1468;46842;65;522;1308;2617;5521;5950;3332;1240;253;20808;8;51;62;263;126;101;46;19;10;686;-;-;-;-;-;-;-;-;1259;1259;-;-;1;39;147;336;668;1008;-;2199;-;-;-;1;10;80;326;969;-;1386;-;-;-;1;8;-;-;-;3;12;788;3389;4025;15708;15201;16544;9426;5118;2993;73192
01.01.2022;06412;Frankfurt am Main, kreisfreie Stadt;2892;10424;9515;49922;36753;43268;28387;11130;7632;199923;146;1581;5294;11699;23708;31073;24851;10772;788;109912;10;128;200;872;447;288;176;70;18;2209;-;-;-;-;-;-;1;-;6646;6647;-;1;1;165;585;1379;4665;6919;17;13732;-;-;-;-;30;323;2466;8280;6;11105;-;-;1;13;24;2;-;-;30;70;3048;12134;15011;62671;61547;76333;60546;37171;15137;343598
01.01.2022;06413;Offenbach am Main, kreisfreie Stadt;594;2324;2227;10634;6892;7399;3632;1238;902;35842;42;334;1247;2613;4943;5792;2439;808;107;18325;5;22;51;204;89;50;34;7;8;470;-;-;-;-;-;-;-;-;732;732;-;-;-;34;124;259;575;913;1;1906;-;-;-;-;4;37;141;838;-;1020;-;-;-;1;7;1;-;-;22;31;641;2680;3525;13486;12059;13538;6821;3804;1772;58326
01.01.2022;06414;Wiesbaden, kreisfreie Stadt;1167;4800;4771;24975;19388;21698;12056;31153;3197;123205;88;637;2446;5310;11667;12781;7080;6343;327;46679;6;64;100;401;216;184;110;240;10;1331;-;-;-;-;-;-;-;-;8309;8309;1;-;-;57;247;499;1552;4107;2;6465;-;-;-;-;22;158;998;4431;-;5609;-;2;-;3;13;-;-;-;12;30;1262;5503;7317;30746;31553;35320;21796;46274;11857;191628
01.01.2022;06431;Bergstraße, Landkreis;1633;7212;6218;31929;23931;25210;12440;4330;2964;115867;209;1434;3869;7206;16442;14246;5107;1841;592;50946;9;97;115;543;232;171;79;65;17;1328;-;-;-;-;-;-;-;-;2266;2266;-;-;-;59;246;633;1177;2000;-;4115;-;-;-;-;12;144;516;1423;-;2095;-;1;-;8;18;-;-;-;5;32;1851;8744;10202;39745;40881;40404;19319;9659;5844;176649
01.01.2022;06432;Darmstadt-Dieburg, Landkreis;1675;7340;6573;33549;26758;28876;14116;5232;3672;127791;202;1363;3706;6919;15679;14705;5823;2175;591;51163;11;120;168;683;308;212;116;206;20;1844;-;-;-;-;-;-;-;-;2650;2650;-;-;-;86;402;977;1404;2057;1;4927;-;-;-;1;22;229;458;1504;-;2214;-;-;-;6;15;1;-;-;8;30;1888;8823;10447;41244;43184;45000;21917;11174;6942;190619
01.01.2022;06433;Groß-Gerau, Landkreis;1361;5668;5818;30114;20544;22163;11308;4758;2405;104139;120;975;3142;6564;13311;12771;4881;2301;349;44414;2;69;153;619;232;171;71;29;17;1363;-;-;-;-;-;-;-;-;1762;1762;-;-;-;55;199;504;1022;1392;2;3174;-;-;-;-;26;98;318;1411;-;1853;-;-;-;4;13;1;-;-;8;26;1483;6712;9113;37356;34325;35708;17600;9891;4543;156731
01.01.2022;06434;Hochtaunuskreis;1485;4879;4205;23134;20187;23397;12668;11323;3503;104781;100;779;2448;4662;12763;13237;6586;5074;331;45980;5;52;104;315;167;118;70;39;15;885;-;-;-;-;-;-;-;-;2472;2472;-;-;-;76;250;540;1551;3855;-;6272;-;-;-;-;12;203;761;1773;1;2750;1;-;-;11;29;-;-;-;11;52;1591;5710;6757;28198;33408;37495;21636;22064;6333;163192
01.01.2022;06435;Main-Kinzig-Kreis;2165;9324;8410;46146;36183;38392;19260;5365;4438;169683;252;1781;5389;11294;25472;23721;8158;2518;652;79237;14;142;194;747;316;207;138;64;36;1858;-;-;-;-;-;-;-;-;2769;2769;-;-;-;72;511;1332;1983;3059;1;6958;-;-;-;-;15;176;542;1783;-;2516;-;-;-;12;29;4;-;-;2;47;2431;11247;13993;58271;62526;63832;30081;12789;7898;263068
01.01.2022;06436;Main-Taunus-Kreis;1352;4993;4311;24584;21383;24642;17587;11960;4017;114829;81;676;2198;4865;12298;13809;9705;6229;317;50178;4;41;81;326;143;132;66;29;14;836;-;-;-;-;-;-;-;-;2123;2123;-;-;1;61;279;627;2101;6619;1;9689;-;-;-;-;12;170;694;1907;1;2784;-;-;1;4;17;1;-;-;3;26;1437;5710;6592;29840;34132;39381;30153;26744;6476;180465
01.01.2022;06437;Odenwaldkreis;535;2573;2421;11375;8625;9160;4400;1292;924;41305;70;610;1569;2838;6258;5214;1500;428;203;18690;7;43;62;269;92;55;32;10;6;576;-;-;-;-;-;-;-;-;665;665;-;-;1;16;101;298;365;696;1;1478;-;-;-;-;4;60;151;441;-;656;-;-;-;1;3;-;-;-;-;4;612;3226;4053;14499;15083;14787;6448;2867;1799;63374
01.01.2022;06438;Offenbach, Landkreis;2178;8084;7352;37799;29505;32669;16341;5118;5617;144663;140;1102;3623;7816;17733;18243;8530;3259;516;60962;5;109;150;629;278;215;109;40;24;1559;-;-;-;-;-;-;-;-;2409;2409;-;-;-;100;415;957;2034;2791;1;6298;-;-;-;-;14;186;648;1911;-;2759;-;-;1;10;20;-;-;-;3;34;2323;9295;11126;46354;47965;52270;27662;13119;8570;218684
01.01.2022;06439;Rheingau-Taunus-Kreis;1082;4103;3832;20520;17773;19833;9800;2606;2510;82059;110;786;2253;4456;11241;10135;4053;1139;332;34505;5;65;76;351;164;175;83;37;12;968;-;-;-;1;-;-;-;-;1797;1798;-;1;-;53;179;431;852;1280;1;2797;-;-;-;-;16;132;398;931;-;1477;-;-;-;4;25;1;-;-;4;34;1197;4955;6161;25385;29398;30707;15186;5993;4656;123638
01.01.2022;06440;Wetteraukreis;1797;6835;6141;34225;26413;29023;14948;4678;3144;127204;185;1312;4040;7686;18574;17409;6351;1893;488;57938;9;94;144;545;207;134;83;42;14;1272;-;-;-;-;-;-;-;-;2366;2366;-;-;1;79;357;776;1445;2128;2;4788;-;-;-;-;13;170;618;1545;1;2347;-;-;-;7;15;2;-;-;3;27;1991;8241;10326;42542;45579;47514;23445;10286;6018;195942
01.01.2022;06531;Gießen, Landkreis;1328;5542;4765;27881;20951;22108;10547;3334;2457;98913;156;1176;3275;6865;15944;14359;5116;1599;446;48936;3;98;133;554;288;226;112;50;10;1474;-;-;-;-;-;-;-;-;1978;1978;-;-;-;68;300;573;1076;1426;-;3443;-;-;-;-;18;130;325;1246;1;1720;-;-;-;8;28;-;-;-;2;38;1487;6816;8173;35376;37529;37396;17176;7655;4894;156502
01.01.2022;06532;Lahn-Dill-Kreis;1325;5531;4909;28846;22354;24270;12209;3491;3208;106143;164;1194;3590;7248;17130;15141;5356;1632;476;51931;10;142;156;541;134;99;54;32;14;1182;-;-;-;-;-;-;-;-;1667;1667;-;-;-;26;158;376;1016;1520;-;3096;-;-;-;-;6;108;373;1197;-;1684;-;-;-;9;26;-;-;-;-;35;1499;6867;8655;36670;39808;39994;19008;7872;5365;165738
01.01.2022;06533;Limburg-Weilburg, Landkreis;845;3753;3489;19784;15317;16662;8521;2311;1941;72623;93;762;2183;4682;11426;10661;3982;1092;249;35130;7;78;108;425;166;107;85;61;17;1054;-;-;-;-;-;-;-;-;1482;1482;-;-;-;36;171;341;837;1016;2;2403;-;-;-;-;8;94;278;876;-;1256;-;-;-;4;14;-;-;-;8;26;945;4593;5780;24931;27102;27865;13703;5356;3699;113974
01.01.2022;06534;Marburg-Biedenkopf, Landkreis;1026;4764;4129;25242;21232;22572;10640;3191;2273;95069;136;1012;2904;6108;14823;12798;4081;1357;405;43624;5;111;127;485;185;104;68;33;13;1131;-;-;-;-;-;-;-;-;1668;1668;-;-;-;32;175;411;749;1137;-;2504;-;-;-;-;13;100;199;710;-;1022;-;-;-;4;14;-;-;-;1;19;1167;5887;7160;31871;36442;35985;15737;6428;4360;145037
01.01.2022;06535;Vogelsbergkreis;566;2608;2296;13258;9834;10102;4574;1275;1205;45718;87;703;1848;3515;8323;6873;2010;615;239;24213;5;41;45;213;90;51;42;18;8;513;-;-;-;-;-;-;-;-;670;670;-;-;-;14;78;221;397;578;-;1288;-;-;-;-;6;29;117;388;-;540;-;-;-;3;11;-;-;-;1;15;658;3352;4189;17003;18342;17276;7140;2874;2123;72957
01.01.2022;06611;Kassel, kreisfreie Stadt;745;3192;2790;16243;11894;12296;6819;2374;1450;57803;95;723;2162;4033;7992;7637;3526;1503;323;27994;6;89;80;354;145;96;91;39;6;906;-;-;-;-;-;-;-;-;1459;1459;-;-;-;33;116;262;627;1024;-;2062;-;-;-;-;5;71;266;1008;-;1350;-;-;-;1;9;-;-;-;4;14;846;4004;5032;20664;20161;20362;11329;5948;3242;91588
01.01.2022;06631;Fulda, Landkreis;1042;4814;4104;25365;20010;19881;9317;2718;2095;89346;153;1262;3533;6762;16295;14232;4844;1710;393;49184;7;89;103;437;170;81;60;34;4;985;-;-;-;-;-;-;-;-;1752;1752;-;-;-;24;166;392;788;1265;1;2636;-;-;-;-;10;80;245;889;-;1224;-;-;-;10;14;-;-;-;3;27;1202;6165;7740;32598;36665;34666;15254;6616;4248;145154
01.01.2022;06632;Hersfeld-Rotenburg, Landkreis;587;3074;2413;15186;10925;10650;4750;1313;1086;49984;89;702;2015;3824;9342;7965;2329;779;221;27266;6;54;72;333;98;73;39;25;2;702;-;-;-;-;-;-;-;-;700;700;-;-;-;16;45;120;357;385;1;924;-;-;-;-;3;39;155;359;-;556;-;-;-;6;11;1;-;-;1;19;682;3830;4500;19365;20424;18848;7630;2861;2011;80151
01.01.2022;06633;Kassel, Landkreis;1099;5363;4079;25774;21346;23564;13148;4117;2215;100705;186;1377;3475;5941;14286;12441;4445;1377;460;43988;8;131;143;666;227;145;83;53;11;1467;-;-;-;1;-;-;-;-;2348;2349;-;-;-;41;117;338;895;1445;1;2837;-;-;-;-;4;118;300;1105;-;1527;-;-;1;8;16;1;-;-;3;29;1293;6871;7698;32431;35996;36607;18871;8097;5038;152902
01.01.2022;06634;Schwalm-Eder-Kreis;843;4311;3503;21493;15895;17483;8941;2591;1569;76629;145;1065;3016;5562;12749;10841;3444;909;351;38082;4;132;134;568;215;160;96;46;22;1377;-;-;-;-;-;-;-;-;1616;1616;-;-;-;19;127;227;679;1070;1;2123;-;-;-;-;6;77;157;674;1;915;-;-;-;5;13;-;-;-;1;19;992;5508;6653;27647;29005;28788;13317;5290;3561;120761
01.01.2022;06635;Waldeck-Frankenberg, Landkreis;1014;3528;2923;18329;14714;15162;6970;2088;1896;66624;150;927;2480;4914;11910;10043;3320;911;334;34989;6;97;90;465;189;98;71;43;6;1065;-;-;-;-;-;-;-;-;1258;1258;-;-;-;13;96;213;523;800;-;1645;-;-;-;-;5;67;102;527;-;701;-;-;-;4;8;1;-;-;-;13;1170;4552;5493;23725;26922;25584;10986;4369;3494;106295
01.01.2022;06636;Werra-Meißner-Kreis;464;2551;2047;11720;8468;8557;4136;1211;786;39940;99;669;1690;2951;7092;6092;1755;443;195;20986;5;61;54;294;102;65;29;14;5;629;-;-;-;-;-;-;-;-;671;671;-;-;-;6;33;112;289;367;-;807;-;-;-;-;2;31;89;320;-;442;-;-;-;4;8;-;1;-;-;13;568;3281;3791;14975;15705;14857;6299;2355;1657;63488
01.01.2022;07111;Koblenz, kreisfreie Stadt;386;1859;1729;10877;8505;9154;4779;1759;780;39828;66;385;1209;2523;5695;5895;3363;1504;143;20783;1;42;30;173;62;63;39;17;4;431;-;-;-;-;-;-;-;-;731;731;-;-;-;17;70;169;445;790;-;1491;-;-;-;-;1;61;218;856;-;1136;-;-;-;1;5;-;-;-;3;9;453;2286;2968;13591;14338;15342;8844;4926;1661;64409
01.01.2022;07131;Ahrweiler, Landkreis;729;3228;2932;16125;11520;11915;5768;1954;1428;55599;116;673;2060;4086;8755;7299;2251;693;253;26186;8;84;89;339;144;99;58;40;3;864;-;-;-;-;-;-;-;-;795;795;-;-;-;22;100;255;471;788;1;1637;-;-;-;-;5;62;143;624;-;834;-;-;-;2;10;-;-;-;2;14;853;3985;5081;20574;20534;19630;8691;4099;2482;85929
01.01.2022;07132;Altenkirchen (Westerwald), Landkreis;602;2782;2719;15192;11529;12939;6644;1956;1107;55470;70;610;1911;3735;8814;7334;2467;762;221;25924;4;84;80;298;99;63;73;18;3;722;-;-;-;-;-;-;-;-;886;886;-;1;-;22;113;206;432;684;1;1459;-;-;-;-;8;62;142;645;-;857;-;-;-;8;13;-;-;-;2;23;676;3477;4710;19255;20576;20604;9758;4065;2220;85341
01.01.2022;07133;Bad Kreuznach, Landkreis;907;3829;3473;18935;13986;15106;6938;1898;1654;66726;132;910;2392;4512;10624;8429;2780;836;308;30923;3;58;72;334;153;73;53;18;8;772;-;-;-;-;-;-;-;-;1057;1057;-;-;-;22;113;265;533;807;4;1744;-;-;-;-;16;65;188;602;-;871;-;-;-;1;12;-;-;-;1;14;1042;4797;5937;23804;24904;23938;10492;4161;3032;102107
01.01.2022;07134;Birkenfeld, Landkreis;412;1913;1641;9484;7414;8279;3973;1225;686;35027;50;443;1254;2350;5479;4357;1228;339;126;15626;2;21;23;106;42;23;20;25;1;263;-;-;-;-;-;-;-;-;393;393;-;-;-;3;66;213;323;595;-;1200;-;-;-;-;5;28;69;248;-;350;-;-;-;1;9;-;-;-;1;11;464;2377;2918;11944;13015;12900;5613;2432;1207;52870
01.01.2022;07135;Cochem-Zell, Landkreis;322;1302;1236;6702;5393;5637;2671;680;574;24517;58;391;1120;2306;5795;4604;1245;324;103;15946;1;40;52;159;57;34;18;14;3;378;-;-;-;-;-;-;-;-;481;481;-;-;-;4;32;71;168;265;-;540;-;-;-;-;2;21;49;245;-;317;-;-;-;2;5;-;-;-;1;8;381;1733;2408;9173;11284;10367;4151;1528;1162;42187
01.01.2022;07137;Mayen-Koblenz, Landkreis;1120;4445;4135;25035;19984;21059;10455;2972;2361;91566;137;916;2966;6139;15183;12301;4103;1179;363;43287;12;101;113;434;180;122;91;53;13;1119;-;-;-;-;-;-;-;-;1545;1545;-;-;-;29;173;360;701;1273;-;2536;-;1;-;-;5;85;299;1127;-;1517;-;-;-;4;5;-;-;-;4;13;1269;5463;7214;31641;35530;33927;15649;6604;4286;141583
01.01.2022;07138;Neuwied, Landkreis;912;4216;4094;22664;16519;16890;8621;2254;1844;78014;131;910;2960;5602;12952;10649;3731;1043;338;38316;10;115;134;579;228;95;78;44;18;1301;-;-;-;-;-;-;-;-;1298;1298;-;-;-;30;189;306;677;1144;1;2347;-;-;-;-;5;70;270;912;-;1257;-;-;-;4;13;1;-;-;1;19;1053;5241;7188;28879;29906;28011;13377;5397;3500;122552
01.01.2022;07140;Rhein-Hunsrück-Kreis;452;2028;1776;11061;9284;9777;4579;1310;1018;41285;82;561;1723;3736;9888;7941;2507;692;183;27313;6;65;51;195;93;50;18;21;7;506;-;-;-;-;-;-;-;-;836;836;-;-;-;15;79;208;385;586;1;1274;-;-;-;-;-;39;90;475;-;604;-;-;-;2;5;-;-;-;-;7;540;2654;3550;15009;19349;18015;7579;3084;2045;71825
01.01.2022;07141;Rhein-Lahn-Kreis;710;3007;2792;14864;11371;12033;5897;1580;1292;53546;77;593;1684;3402;8127;6892;2370;585;238;23968;4;59;77;338;124;81;57;46;12;798;-;-;-;-;-;-;-;-;892;892;-;-;1;13;67;168;410;697;1;1357;-;-;-;-;5;47;138;505;-;695;-;-;-;-;16;-;-;-;-;16;791;3659;4554;18617;19710;19221;8872;3413;2435;81272
01.01.2022;07143;Westerwaldkreis;827;3847;3584;21941;18711;21231;11327;3463;2002;86933;151;816;2811;5710;15366;14191;5129;1398;341;45913;7;95;113;441;162;106;67;50;13;1054;-;-;-;-;-;-;-;-;1541;1541;-;-;-;17;131;273;799;1369;1;2590;-;-;-;-;9;100;321;1084;-;1514;-;-;-;3;14;1;-;-;3;21;985;4758;6508;28112;34393;35902;17643;7364;3901;139566
01.01.2022;07211;Trier, kreisfreie Stadt;1125;4718;4442;24560;19943;22274;11136;3332;2427;93957;152;1210;3556;7799;19360;15928;5172;1375;365;54917;4;48;51;182;72;59;41;32;8;497;-;-;-;-;-;-;-;-;2241;2241;-;-;1;49;236;509;942;1493;4;3234;-;-;-;-;12;117;337;1172;-;1638;-;-;-;4;15;1;-;-;1;21;1281;5976;8050;32594;39638;38888;17628;7404;5046;156505
01.01.2022;07231;Bernkastel-Wittlich, Landkreis;533;2299;2057;12334;9727;10053;5091;1388;1091;44573;97;730;2108;4176;10080;7909;2564;790;177;28631;-;36;45;131;48;29;22;16;6;333;-;-;-;-;-;-;-;-;819;819;-;-;-;13;78;216;400;636;1;1344;-;-;-;-;4;34;120;542;-;700;-;-;-;2;5;1;-;-;1;9;630;3065;4210;16656;19942;18242;8197;3372;2095;76409
